"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Nelson Agholor","NE","51.3","724.4","4.4","0.3","1.3","0.0","0.7","123.3"
"Tre'Quan Smith","NO","45.6","649.8","5.4","0.3","0.5","0.0","0.1","120.0"
"Sterling Shepard","NYG","60.4","616.9","3.5","3.3","25.8","0.3","0.6","116.2"
"Gabriel Davis","BUF","42.8","631.5","5.0","0.3","0.0","0.0","0.1","114.4"
"John Brown","LV","48.1","650.8","3.7","0.3","1.0","0.0","0.6","110.2"
"A.J. Green","ARI","50.7","620.1","3.9","0.0","0.0","0.0","0.7","109.4"
"Randall Cobb","GB","50.7","612.9","3.8","1.5","7.6","0.0","0.7","108.7"
"Christian Kirk","ARI","48.0","582.4","4.1","3.9","26.9","0.0","0.6","108.6"
"Elijah Moore","NYJ","51.6","625.0","3.3","0.7","4.2","0.0","0.4","108.0"
"Rashod Bateman","BAL","43.8","578.7","4.4","0.8","4.8","0.0","0.6","105.1"
"Rondale Moore","ARI","49.8","616.2","3.4","1.1","6.1","0.0","1.2","105.1"
"Jamison Crowder","NYJ","52.2","583.7","3.5","0.3","3.3","0.0","0.6","104.6"
"Terrace Marshall Jr.","CAR","44.7","583.2","3.2","0.5","2.8","0.0","1.1","98.0"
"Darius Slayton","NYG","42.1","568.7","3.5","0.8","2.6","0.0","0.6","97.9"
"Parris Campbell","IND","43.6","527.3","3.3","4.9","30.4","0.2","0.4","97.8"
"Allen Lazard","GB","40.9","552.0","3.6","1.3","9.7","0.0","0.6","97.3"
"DeSean Jackson","LAR","35.5","560.2","3.6","2.8","17.1","0.1","0.6","96.4"
"Jakobi Meyers","NE","45.3","573.5","2.5","0.8","4.0","0.0","0.4","95.0"
"Hunter Renfrow","LV","44.5","535.5","2.9","0.0","0.0","0.0","0.6","91.9"
"Van Jefferson","LAR","39.4","475.1","3.3","1.4","5.8","0.0","0.1","87.8"
"Anthony Miller","HOU","42.0","500.2","2.8","2.2","10.3","0.1","0.7","87.6"
"Denzel Mims","NYJ","37.1","525.5","2.2","0.3","0.8","0.0","0.1","84.1"
"Josh Reynolds","TEN","36.1","469.3","3.1","0.8","4.5","0.0","0.6","82.9"
"Keelan Cole Sr.","NYJ","37.0","475.9","2.6","0.0","0.0","0.0","0.5","81.0"
"Chris Conley","HOU","34.8","489.7","2.6","0.0","0.0","0.0","0.6","80.9"
"Marquez Callaway","NO","37.4","456.9","2.8","0.0","0.0","0.0","0.2","80.7"
"Sammy Watkins","BAL","34.9","428.9","3.3","0.8","7.5","0.0","0.6","79.9"
"Amon-Ra St. Brown","DET","38.1","460.2","2.3","0.0","0.0","0.0","0.2","78.6"
"James Washington","PIT","33.4","453.1","2.9","0.0","0.0","0.0","0.6","78.4"
"D'Wayne Eskridge","SEA","34.1","419.8","3.2","0.7","3.7","0.0","0.2","78.0"
"Marquez Valdes-Scantling","GB","25.7","438.6","3.3","2.5","14.8","0.0","0.6","77.1"
"Demarcus Robinson","KC","34.3","411.5","3.2","0.0","0.0","0.0","0.6","76.2"
"Rashard Higgins","CLE","29.6","443.6","3.0","0.0","0.0","0.0","0.6","75.7"
"Geronimo Allison","DET","38.9","419.4","2.3","0.0","0.0","0.0","0.0","74.9"
"Zach Pascal","IND","28.1","382.3","3.1","0.3","2.0","0.0","0.0","70.8"
"Jalen Guyton","LAC","27.4","419.5","2.3","2.0","7.9","0.1","0.1","70.3"
"Nico Collins","HOU","31.1","420.3","2.2","0.0","0.0","0.0","0.3","70.2"
"Josh Palmer","LAC","30.0","416.2","2.5","1.0","6.0","0.0","1.0","70.1"
"KJ Hamler","DEN","30.2","361.2","2.4","8.9","43.9","0.2","0.6","69.5"
"Kendrick Bourne","NE","31.6","400.9","2.3","0.0","0.0","0.0","0.1","69.1"
"Kadarius Toney","NYG","29.9","357.2","1.9","6.6","39.8","0.2","0.3","67.0"
"Keke Coutee","HOU","34.3","392.2","2.0","0.7","3.7","0.3","2.2","66.5"
"Tim Patrick","DEN","28.4","374.9","2.5","0.0","0.0","0.0","0.6","65.4"
"Olamide Zaccheaus","ATL","27.0","394.3","1.9","0.3","1.4","0.0","0.1","64.6"
"Mohamed Sanu","SF","33.0","342.6","2.0","1.3","5.7","0.0","0.5","62.2"
"Deonte Harris","NO","27.9","315.8","1.7","7.3","47.8","0.1","0.2","60.5"
"Preston Williams","MIA","24.5","314.7","2.9","0.0","0.0","0.0","0.6","60.1"
"Adam Humphries","WAS","30.1","328.2","1.6","0.0","0.0","0.0","0.1","57.1"
"Bryan Edwards","LV","24.0","337.4","1.9","0.0","0.0","0.0","0.1","56.9"
"Tyron Johnson","LAC","19.9","311.3","2.1","2.3","13.0","0.0","0.1","55.2"
"Richie James Jr.","SF","23.8","365.4","1.5","0.8","0.0","0.0","2.1","53.1"
"Damiere Byrd","CHI","27.0","307.5","1.6","0.3","2.0","0.0","0.6","52.7"
"Quintez Cephus","DET","23.8","315.8","1.5","0.0","0.0","0.0","0.2","52.1"
"Byron Pringle","KC","22.7","291.1","2.0","0.0","0.0","0.0","0.2","52.1"
"Dyami Brown","WAS","22.1","307.9","1.7","0.0","0.0","0.0","0.2","51.7"
"Travis Fulgham","PHI","23.0","297.1","1.6","0.0","0.0","0.0","0.1","50.8"
"Tutu Atwell","LAR","21.5","280.2","1.4","0.0","0.0","0.0","0.2","46.6"
"Scotty Miller","TB","17.1","245.0","1.8","1.4","7.7","0.1","0.1","45.0"
"Isaiah McKenzie","BUF","18.9","200.8","1.9","5.7","28.4","0.2","0.1","44.9"
"Auden Tate","CIN","20.6","260.3","1.4","0.0","0.0","0.0","0.1","44.6"
"Isaiah Coulter","HOU","18.3","275.6","1.5","1.0","4.0","0.0","1.0","44.1"
"Amari Rodgers","GB","18.2","223.5","1.3","2.0","12.2","0.1","0.2","40.7"
"Greg Ward","PHI","22.0","219.6","1.2","0.0","0.0","0.0","0.2","39.9"
"N'Keal Harry","NE","15.4","187.1","1.3","0.9","5.6","0.0","0.1","35.0"
"Devin Duvernay","BAL","16.7","183.8","1.2","1.7","11.7","0.0","0.1","35.0"
"Dez Fitzpatrick","TEN","15.4","200.1","1.0","0.0","0.0","0.0","0.1","33.5"
"Collin Johnson","JAC","15.6","189.8","0.7","0.0","0.0","0.0","0.1","30.9"
"Phillip Dorsett II","JAC","14.3","173.3","1.1","0.0","0.0","0.0","0.1","30.8"
"Willie Snead IV","LV","14.5","167.9","0.9","0.0","0.0","0.0","0.1","29.1"
"David Moore","CAR","11.6","160.5","1.0","1.2","7.7","0.0","0.1","28.5"
"Freddie Swain","SEA","12.4","155.8","1.0","0.0","0.0","0.0","0.1","27.8"
"Dede Westbrook","MIN","12.0","128.1","1.0","0.7","3.6","0.0","0.1","25.1"
"Lynn Bowden Jr.","MIA","11.6","106.7","0.3","10.2","49.2","0.2","0.1","24.2"
"Christian Blake","ATL","12.5","146.4","0.5","0.0","0.0","0.0","0.1","23.7"
"Javon Wims","CHI","11.4","143.2","0.6","0.0","0.0","0.0","0.1","23.7"
"KeeSean Johnson","ARI","10.7","122.2","1.0","0.0","0.0","0.0","0.0","23.5"
"Donovan Peoples-Jones","CLE","10.9","139.8","0.7","0.0","0.0","0.0","0.0","23.5"
"Andy Isabella","ARI","11.0","136.6","0.7","0.0","0.0","0.0","0.0","23.4"
"Ray-Ray McCloud","PIT","11.4","114.2","0.7","3.0","18.8","0.1","0.2","23.1"
"Anthony Schwartz","CLE","10.1","124.0","0.8","0.0","0.0","0.0","0.1","22.3"
"Chris Moore","HOU","10.5","120.8","0.7","0.0","0.0","0.0","0.0","21.6"
"Marquise Goodwin","CHI","10.3","123.3","0.6","0.0","0.0","0.0","0.0","21.1"
"Miles Boykin","BAL","8.8","118.9","0.7","0.8","4.9","0.0","0.1","20.8"
"Jalen Hurd","SF","7.1","91.1","0.6","4.7","28.8","0.2","0.1","19.8"
"Jeff Smith","NYJ","9.6","107.1","0.6","0.0","0.0","0.0","0.0","19.2"
"Tyler Johnson","TB","8.1","102.9","0.8","0.0","0.0","0.0","0.0","18.8"
"Cedrick Wilson","DAL","8.4","110.1","0.6","0.0","0.0","0.0","0.1","18.5"
"Jamal Agnew","JAC","6.8","76.2","0.4","6.2","33.8","0.2","0.1","18.1"
"Chris Hogan","NO","7.5","99.9","0.7","0.0","0.0","0.0","0.1","17.7"
"Chad Beebe","MIN","7.9","96.7","0.6","0.0","0.0","0.0","0.1","17.3"
"Andre Roberts","HOU","7.8","101.5","0.5","0.0","0.0","0.0","0.0","17.1"
"Cameron Batson","TEN","7.2","79.9","0.6","2.5","14.9","0.1","0.1","17.1"
"Cam Sims","WAS","7.6","101.7","0.5","0.0","0.0","0.0","0.0","16.8"
"Mike Thomas","CIN","7.5","93.9","0.6","0.0","0.0","0.0","0.1","16.5"
"Noah Brown","DAL","7.6","92.9","0.6","0.0","0.0","0.0","0.1","16.3"
"Alex Erickson","HOU","8.0","92.9","0.4","0.0","0.0","0.0","0.1","15.8"
"Frank Darby","ATL","7.3","92.5","0.5","0.0","0.0","0.0","0.0","15.5"
"Kalif Raymond","DET","7.5","100.8","0.3","0.0","0.0","0.0","0.1","15.4"
"Penny Hart","SEA","6.7","78.3","0.6","0.7","3.3","0.0","0.0","14.9"
"DaeSean Hamilton","DEN","7.3","75.2","0.5","0.0","0.0","0.0","0.0","14.1"
"Kawaan Baker","NO","6.2","82.8","0.5","0.0","0.0","0.0","0.0","14.0"
"Steven Sims Jr.","WAS","6.0","75.2","0.4","0.0","0.0","0.0","0.0","13.0"
"Nick Westbrook-Ikhine","TEN","5.3","70.4","0.4","0.0","0.0","0.0","0.0","12.2"
"Antonio Gandy-Golden","WAS","4.9","64.5","0.4","1.1","6.5","0.0","0.0","11.9"
"John Ross","NYG","4.3","56.7","0.5","0.7","3.9","0.0","0.1","11.4"
"Juwan Johnson","NO","5.9","78.1","0.1","0.0","0.0","0.0","0.0","11.2"
"Shi Smith","CAR","5.1","62.3","0.3","0.0","0.0","0.0","0.0","10.3"
"Tajae Sharpe","ATL","4.7","58.7","0.4","0.0","0.0","0.0","0.0","10.3"
"Albert Wilson","MIA","4.6","46.0","0.3","1.6","8.8","0.0","0.0","9.7"
"Lil'Jordan Humphrey","NO","4.2","54.7","0.3","0.0","0.0","0.0","0.0","9.6"
"Riley Ridley","CHI","4.5","53.3","0.3","0.0","0.0","0.0","0.0","9.6"
"Ihmir Smith-Marsette","MIN","4.6","60.9","0.1","0.0","0.0","0.0","0.0","9.1"
"Diontae Spencer","DEN","3.6","40.1","0.2","2.4","13.6","0.1","0.0","9.0"
"Victor Bolden Jr.","DET","4.5","50.5","0.3","0.0","0.0","0.0","0.0","8.9"
"Cornell Powell","KC","3.8","48.9","0.3","0.0","0.0","0.0","0.0","8.7"
"Jaelon Darden","TB","4.2","48.2","0.3","0.0","0.0","0.0","0.0","8.6"
"Isaiah Hodgins","BUF","3.7","46.9","0.3","0.0","0.0","0.0","0.0","8.4"
"Greg Dortch","ARI","4.1","46.9","0.3","0.0","0.0","0.0","0.0","8.3"
"Marcus Johnson","TEN","3.6","43.7","0.3","0.0","0.0","0.0","0.0","8.1"
"J.J. Nelson","IND","3.1","46.2","0.3","0.0","0.0","0.0","0.0","7.9"
"Chester Rogers","TEN","3.9","38.0","0.3","0.0","0.0","0.0","0.0","7.7"
"Jakeem Grant Sr.","MIA","3.2","35.1","0.2","1.5","8.4","0.0","0.0","7.5"
"Trent Taylor","CIN","3.9","40.1","0.2","0.0","0.0","0.0","0.0","7.4"
"Zay Jones","LV","3.3","37.4","0.3","0.0","0.0","0.0","0.0","7.2"
"Dazz Newsome","CHI","3.3","42.5","0.2","0.0","0.0","0.0","0.0","7.1"
"Gunner Olszewski","NE","2.8","33.8","0.2","1.8","9.6","0.1","0.0","7.1"
"Tylan Wallace","BAL","3.0","38.7","0.3","0.0","0.0","0.0","0.0","7.0"
"Quez Watkins","PHI","2.9","37.8","0.2","0.0","0.0","0.0","0.0","6.2"
"Marcus Kemp","KC","2.4","29.1","0.2","0.0","0.0","0.0","0.0","5.1"
"J.J. Arcega-Whiteside","PHI","2.2","31.0","0.2","0.0","0.0","0.0","0.0","5.1"
"Devin Funchess","GB","2.0","26.2","0.2","0.0","0.0","0.0","0.0","4.8"
"Isaac Whitney","ARI","2.1","24.1","0.2","0.0","0.0","0.0","0.0","4.5"
"Simi Fehoko","DAL","2.0","25.2","0.2","0.0","0.0","0.0","0.0","4.4"
"Terry Godwin","JAC","2.0","22.4","0.2","0.0","0.0","0.0","0.0","4.3"
"Justin Watson","TB","1.9","23.5","0.2","0.0","0.0","0.0","0.0","4.3"
"Brandon Powell","BUF","2.0","21.8","0.2","0.0","0.0","0.0","0.0","4.2"
"Braxton Berrios","NYJ","1.5","17.4","0.1","1.0","5.8","0.0","0.0","3.6"
"K.J. Hill Jr.","LAC","1.4","16.7","0.1","1.0","6.2","0.0","0.0","3.6"
"Racey McMath","TEN","1.6","19.1","0.2","0.0","0.0","0.0","0.0","3.6"
"Allen Hurns","MIA","1.6","16.7","0.2","0.0","0.0","0.0","0.0","3.5"
"Dezmon Patmon","IND","1.6","20.1","0.1","0.0","0.0","0.0","0.0","3.5"
"Mike Strachan","IND","1.6","20.1","0.1","0.0","0.0","0.0","0.0","3.5"
"Seth Williams","DEN","1.7","20.3","0.1","0.0","0.0","0.0","0.0","3.5"
"Equanimeous St. Brown","GB","1.3","17.1","0.2","0.0","0.0","0.0","0.0","3.4"
"Travis Benjamin","SF","1.2","17.8","0.2","0.0","0.0","0.0","0.0","3.3"
"Malik Taylor","GB","1.2","13.8","0.2","0.0","0.0","0.0","0.0","3.0"
"Malcolm Perry","MIA","0.9","9.1","0.0","1.8","9.4","0.1","0.0","2.7"
"Isaiah Ford","MIA","1.6","15.0","0.1","0.0","0.0","0.0","0.0","2.6"
"Kendall Hinton","DEN","1.1","12.1","0.0","1.2","6.4","0.0","0.0","2.5"
"Trent Sherfield","SF","1.1","14.6","0.1","0.0","0.0","0.0","0.0","2.4"
"Brandon Zylstra","CAR","1.2","14.1","0.0","0.0","0.0","0.0","0.0","2.3"
"Joe Reed","LAC","0.8","9.4","0.0","0.9","4.8","0.0","0.0","1.8"
"Trey Quinn","LV","1.2","12.3","0.0","0.0","0.0","0.0","0.0","1.8"
"Matt Cole","NYJ","0.9","9.5","0.0","0.9","4.3","0.0","0.0","1.8"
"Damion Ratley","DET","1.0","11.6","0.0","0.0","0.0","0.0","0.0","1.7"
"DeMichael Harris","IND","0.7","8.0","0.0","0.9","4.8","0.0","0.0","1.6"
"Antonio Callaway","KC","0.9","11.1","0.0","0.0","0.0","0.0","0.0","1.6"
"Malik Turner","DAL","0.9","10.6","0.0","0.0","0.0","0.0","0.0","1.5"
"Kelvin Harmon","WAS","0.8","10.6","0.0","0.0","0.0","0.0","0.0","1.5"
"DeAndre Carter","WAS","0.9","10.4","0.0","0.0","0.0","0.0","0.0","1.5"
"Vyncint Smith","NYJ","0.9","10.1","0.0","0.0","0.0","0.0","0.0","1.4"
"Gehrig Dieter","KC","0.9","9.7","0.0","0.0","0.0","0.0","0.0","1.4"
"Isaiah Wright","WAS","0.9","9.6","0.0","0.0","0.0","0.0","0.0","1.4"
"Nsimba Webster","SF","0.9","9.5","0.0","0.0","0.0","0.0","0.0","1.4"
"Darrius Shepherd","KC","0.9","9.5","0.0","0.0","0.0","0.0","0.0","1.4"
"Jason Moore","LAC","0.8","9.5","0.0","0.0","0.0","0.0","0.0","1.4"
"Josh Malone","NYJ","0.9","9.4","0.0","0.0","0.0","0.0","0.0","1.4"
"Jeff Badet","ATL","0.9","9.3","0.0","0.0","0.0","0.0","0.0","1.4"
"Chris Rowland","ATL","0.9","9.3","0.0","0.0","0.0","0.0","0.0","1.4"
"Chad Hansen","DET","0.9","9.2","0.0","0.0","0.0","0.0","0.0","1.3"
"Keelan Doss","LV","0.8","9.3","0.0","0.0","0.0","0.0","0.0","1.3"
"Tanner Gentry","BUF","0.8","9.2","0.0","0.0","0.0","0.0","0.0","1.3"
"Trenton Irwin","CIN","0.8","9.2","0.0","0.0","0.0","0.0","0.0","1.3"
"Cyril Grayson Jr.","TB","0.9","9.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Lawrence Cager","NYJ","0.8","9.0","0.0","0.0","0.0","0.0","0.0","1.3"
"John Hightower","PHI","0.7","9.8","0.0","0.0","0.0","0.0","0.0","1.3"
"John Ursua","SEA","0.8","9.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Chad Williams","KC","0.8","8.8","0.0","0.0","0.0","0.0","0.0","1.3"
"Darvin Kidsy","SEA","0.8","9.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Stanley Morgan Jr.","CIN","0.8","9.0","0.0","0.0","0.0","0.0","0.0","1.3"
"Jake Lampman","NO","0.7","9.4","0.0","0.0","0.0","0.0","0.0","1.3"
"Marcell Ateman","LV","0.7","9.1","0.0","0.0","0.0","0.0","0.0","1.3"
"Laquon Treadwell","JAC","0.8","8.4","0.0","0.0","0.0","0.0","0.0","1.3"
"Robert Foster","MIA","0.7","8.7","0.0","0.0","0.0","0.0","0.0","1.2"
"Marvin Hall","NE","0.7","9.0","0.0","0.0","0.0","0.0","0.0","1.2"
"KhaDarel Hodge","CLE","0.7","8.8","0.0","0.0","0.0","0.0","0.0","1.2"
"K.J. Osborn","MIN","0.7","8.7","0.0","0.0","0.0","0.0","0.0","1.2"
"Dan Chisena","MIN","0.7","8.7","0.0","0.0","0.0","0.0","0.0","1.2"
"Derrick Willies","CLE","0.7","8.6","0.0","0.0","0.0","0.0","0.0","1.2"
"Alexander Hollins","CLE","0.7","8.6","0.0","0.0","0.0","0.0","0.0","1.2"
"Mack Hollins","MIA","0.8","8.0","0.0","0.0","0.0","0.0","0.0","1.2"
"JoJo Natson","CLE","0.7","8.4","0.0","0.0","0.0","0.0","0.0","1.2"
"Ja'Marcus Bradley","CLE","0.7","8.4","0.0","0.0","0.0","0.0","0.0","1.2"
"River Cracraft","SF","0.7","8.5","0.0","0.0","0.0","0.0","0.0","1.2"
"Dante Pettis","NYG","0.7","8.4","0.0","0.0","0.0","0.0","0.0","1.2"
"Kevin White","SF","0.7","8.2","0.0","0.0","0.0","0.0","0.0","1.2"
"Cody Hollister","TEN","0.7","8.0","0.0","0.0","0.0","0.0","0.0","1.2"
"Ashton Dulin","IND","0.7","8.1","0.0","0.0","0.0","0.0","0.0","1.2"
"Fred Brown","TEN","0.7","8.0","0.0","0.0","0.0","0.0","0.0","1.2"
"Tyrie Cleveland","DEN","0.7","8.0","0.0","0.0","0.0","0.0","0.0","1.1"
"Justin Hardy","CHI","0.7","7.9","0.0","0.0","0.0","0.0","0.0","1.1"
"Jordan Matthews","SF","0.7","7.9","0.0","0.0","0.0","0.0","0.0","1.1"
"Keith Kirkwood","CAR","0.7","7.6","0.0","0.0","0.0","0.0","0.0","1.1"
"Ryan Switzer","CLE","0.8","7.1","0.0","0.0","0.0","0.0","0.0","1.1"
""
""
